seedling_id,seedling sp.,soil type,dead,diameter_mm,height_cm,stem_2_diameter_mm,stem_2_height_cm,notes,observer,date
4280,P,P,,1.83,3.2,,,,,7/17
4279,P,P,,1.68,2.7,,,,,7/17
4278,P,P,,1.8,2.9,,,,,7/17
4277,P,P,,1.81,2.8,,,,,7/17
4276,P,P,,1.94,3.7,,,,,7/17
4275,P,P,,1.87,3.5,,,,,7/17
4274,P,P,,1.74,3.6,,,,,7/17
4273,P,P,,1.37,2.7,,,,,7/17
4270,P,P,,1.76,2.6,,,,,7/17
4272,P,P,X,,,,,,,7/17
4269,P,P,,1.79,2.8,,,,,7/17
4268,P,P,,1.65,1.9,,,,,7/17
4267,P,P,X,,,,,,,7/17
4266,P,P,,1.91,4.4,,,,,7/17
4265,P,P,,1.52,2.1,,,,,7/17
4264,P,P,,,,,,bg,,7/17
4263,P,P,,1.96,4.4,,,,,7/17
4262,P,P,,2.02,2.6,,,,,7/17
4261,P,P,,1.62,1.3,,,sprout,,7/17
4260,P,P,,1.72,3.8,,,,,7/17
4259,P,P,X,,,,,,,7/17
4258,P,P,,1.94,3.6,,,,,7/17
4257,P,P,,1.81,3.6,,,,,7/17
4256,P,P,,1.87,4.2,,,,,7/17
4255,P,P,,1.66,3.3,,,,,7/17
4254,P,P,,1.67,3,,,,,7/17
4253,P,P,,1.83,3.6,,,,,7/17
4252,P,P,X,,,,,,,7/17
4251,P,P,,1.5,3.5,,,,,7/17
4250,P,P,X,,,,,,,7/17
4249,P,P,,1.81,4.1,,,,,7/17
4271,P,P,,1.57,3.4,,,,,7/17
4438,P,P,,1.65,3.6,,,,,7/17
4437,P,P,,1.73,2.3,,,,,7/17
4440,P,P,,1.7,2.4,,,,,7/17
4436,P,P,,1.78,4.2,,,,,7/17
4435,P,P,,1.62,2.6,,,,,7/17
4432,P,P,,1.92,4.4,,,,,7/17
4428,P,P,,2.04,3.6,,,sprout,,7/17
4427,P,P,,1.86,3.8,,,,,7/17
4439,P,P,,2.07,3.2,,,,,7/17
4426,P,P,,1.66,3.1,,,,,7/17
4425,P,P,,1.56,2.3,,,,,7/17
4424,P,P,,1.55,3.9,,,,,7/17
4423,P,P,,1.44,2.4,,,,,7/17
4422,P,P,,2.03,4.2,,,,,7/17
4421,P,P,,1.52,3.2,,,,,7/17
4433,P,P,,1.75,3.7,,,,,7/17
4420,P,P,,1.7,2.4,,,,,7/17
4429,P,P,,1.91,3.3,,,,,7/17
4434,P,P,,1.71,3.6,,,,,7/17
4431,P,P,,1.61,3.2,,,,,7/17
4416,P,P,,1.66,2.2,,,,,7/17
4415,P,P,,1.91,3.2,,,,,7/17
4405,P,P,,1.82,4,,,,,7/17
4414,P,P,X,,,,,,,7/17
4413,P,P,,2.38,4.8,,,,,7/17
4404,P,P,,1.91,2.7,,,,,7/17
4412,P,P,,1.67,3.1,,,,,7/17
4403,P,P,,2.07,2.9,,,,,7/17
4402,P,P,,1.93,3.4,,,,,7/17
4401,P,P,,1.83,3,,,,,7/17
4398,P,P,,1.87,3.7,,,,,7/17
4411,P,P,X,,,,,,,7/17
4410,P,P,,1.91,4.7,,,,,7/17
4409,P,P,,,,,,bg,,7/17
4397,P,P,,1.61,3.1,,,,,7/17
4408,P,P,,1.96,2.6,,,,,7/17
4417,P,P,,1.33,2.4,,,,,7/17
4400,P,P,,1.75,3,,,,,7/17
4396,P,P,,1.75,3.8,,,,,7/17
4395,P,P,X,,,,,,,7/17
4406,P,P,,1.53,2.7,,,,,7/17
4418,P,P,,15.8,2.1,,,,,7/17
4393,P,P,,1.67,3.2,,,,,7/17
4394,P,P,,1.95,2.7,,,,,7/17
4407,P,P,,1.75,4,,,,,7/17
4430,P,P,,,,,,bg,,7/17
4419,P,P,,1.96,3.9,,,,,7/17
4399,P,P,,1.51,4.4,,,,,7/17
4344,P,P,,1.57,3.4,,,,,7/17
4343,P,P,,1.26,3,,,,,7/17
4342,P,P,,1.56,3,,,,,7/17
4341,P,P,,1.75,4,,,,,7/17
4340,P,P,,1.44,3.5,,,,,7/17
4339,P,P,,1.99,4.4,,,,,7/17
4338,P,P,,1.98,3.3,,,,,7/17
4337,P,P,X,,,,,,,7/17
4336,P,P,,1.95,3.1,,,,,7/17
4335,P,P,,1.92,3,,,,,7/17
4334,P,P,,1.69,2.5,,,,,7/17
4333,P,P,,1.56,3.3,,,,,7/17
4332,P,P,,1.79,3.6,,,,,7/17
4331,P,P,,,,,,bg,,7/17
4330,P,P,,1.8,3.2,,,,,7/17
4329,P,P,,1.7,2.4,,,,,7/17
4328,P,P,,1.44,3.3,,,sprout,,7/17
4327,P,P,,1.82,3.7,,,,,7/17
4326,P,P,,1.61,3.3,,,,,7/17
4302,P,P,,1.93,3,,,,,7/17
4325,P,P,,1.74,3.2,,,,,7/17
4324,P,P,,1.72,3.6,,,,,7/17
4323,P,P,,1.77,3,,,,,7/17
4322,P,P,,1.52,2.9,,,,,7/17
4321,P,P,,1.74,3,,,,,7/17
4320,P,P,,1.94,3.7,,,,,7/17
4319,P,P,,1.74,3.5,,,,,7/17
4318,P,P,,1.83,3.9,,,,,7/17
4317,P,P,,1.7,2.7,,,,,7/17
4316,P,P,,1.82,3,,,,,7/17
4315,P,P,,1.7,3.1,,,,,7/17
4314,P,P,X,,,,,,,7/17
4313,P,P,,1.53,3,,,,,7/17
4312,P,P,,1.74,3.1,,,,,7/17
4311,P,P,,1.89,3,,,,,7/17
4310,P,P,,1.41,4,,,,,7/17
4309,P,P,,1.77,2.4,,,,,7/17
4308,P,P,,1.67,3.2,,,,,7/17
4307,P,P,,1.56,3.2,,,,,7/17
4306,P,P,,1.22,2.6,,,,,7/17
4305,P,P,,1.69,3.9,,,,,7/17
4304,P,P,,1.35,2.2,,,sprout,,7/17
4303,P,P,,1.61,2.8,,,,,7/17
4301,P,P,X,,,,,,,7/17
4297,P,P,,1.99,2.4,,,,,7/17
4300,P,P,,1.38,2.3,,,,,7/17
4299,P,P,,1.89,4,,,,,7/17
3598,Q,Q,,,,,,bg,AS,7/19
3595,Q,Q,,4.15,8.6,,,,,7/19
3596,Q,Q,,3.03,6.1,1.77,2.8,,,7/19
3592,Q,Q,,3.37,13.3,2.47,7.7,,,7/19
3591,Q,Q,,2.84,6.5,,,,,7/19
3588,Q,Q,,3.96,5.4,,,,,7/19
3593,Q,Q,,4.25,6.4,,,,,7/19
3585,Q,Q,,,.,,,bg,,7/19
3600,Q,Q,,4.7,9.2,,,,,7/19
3603,Q,Q,,4.51,6.3,,,,,7/19
3594,Q,Q,,4.9,7.6,,,,,7/19
3599,Q,Q,,6.11,9,,,,,7/19
3579,Q,Q,,4.15,8.7,,,,,7/19
3577,Q,Q,,3.18,5.2,,,,,7/19
3578,Q,Q,,4.59,8.9,,,,,7/19
3580,Q,Q,,3.96,4,,,,,7/19
3590,Q,Q,,3.55,4.1,,,,,7/19
3587,Q,Q,,3.94,19.2,,,,,7/19
3586,Q,Q,,4.73,26,,,,,7/19
3584,Q,Q,,4.59,11.5,,,,,7/19
3581,Q,Q,,4.79,7.9,,,,,7/19
3602,Q,Q,,4.97,21.3,,,,,7/19
3583,Q,Q,,3.93,5.8,,,,,7/19
3610,Q,Q,,3.64,7.6,,,,,7/19
3589,Q,Q,,3.87,5.6,,,,,7/19
3582,Q,Q,,4.91,7.7,,,,,7/19
3601,Q,Q,,3.48,4.4,,,,,7/19
3597,Q,Q,,4.69,5.5,,,,,7/19
3604,Q,Q,,3.62,12.4,,,,,7/19
3607,Q,Q,,,,,,bg,,7/19
3613,Q,Q,,4.62,14.6,,,,,7/19
3614,Q,Q,,3.92,6.6,,,,,7/19
3615,Q,Q,,4.14,12.2,,,,,7/19
3612,Q,Q,,3.88,12.3,,,,,7/19
3609,Q,Q,,5.66,23.3,,,,,7/19
3605,Q,Q,,3.44,4.2,,,,,7/19
3606,Q,Q,,5.23,14.6,,,,,7/19
3618,Q,Q,,4.03,19.5,,9.9,,,7/19
3608,Q,Q,,3.83,4.6,,,,,7/19
3616,Q,Q,,3.23,7.4,,4.3,,,7/19
3617,Q,Q,,4.34,7.7,,,,,7/19
3611,Q,Q,,4.87,9.6,,,,,7/19
3620,Q,Q,,3.74,11.8,,,,,7/19
3623,Q,Q,,4.23,7.4,,,,,7/19
3619,Q,Q,,3.77,6.8,,,,,7/19
3622,Q,Q,,5.03,12.1,,,,,7/19
3621,Q,Q,,3.63,4.2,,,,,7/19
3624,Q,Q,,3.41,5.5,,,,,7/19
3543,Q,Q,,3.32,4,,,,,7/19
3567,Q,Q,,3.26,6.4,,,,,7/19
3559,Q,Q,,3.06,6.9,,,,,7/19
3530,Q,Q,,3.85,4.6,,,,,7/19
3531,Q,Q,,3.25,4.7,,,,,7/19
3532,Q,Q,,4.15,6.6,,,,,7/19
3534,Q,Q,,,,,,bg,,7/19
3529,Q,Q,,3.82,4.3,,,,,7/19
3541,Q,Q,,2.78,5,,,,,7/19
3547,Q,Q,,1.56,3.8,,,,,7/19
3536,Q,Q,,3.96,10.3,,,,,7/19
3544,Q,Q,,4.12,5.8,,,,,7/19
3542,Q,Q,,3.6,9.3,,,,,7/19
3535,Q,Q,,3.97,3.1,,,,,7/19
3533,Q,Q,,3.91,7.7,,,,,7/19
3539,Q,Q,,3.37,5.9,,,,,7/19
3537,Q,Q,,,,,,bg,,7/19
3545,Q,Q,,4.8,11.5,,,,,7/19
3548,Q,Q,,6.01,10.8,,,,,7/19
3549,Q,Q,,3.83,6.6,,,,,7/19
3551,Q,Q,,3.41,9.1,,,,,7/19
3546,Q,Q,,6.02,25.2,,21.3,,,7/19
3552,Q,Q,,4.42,7.1,,,,,7/19
3555,Q,Q,,4.53,11.1,,5.1,brown,,7/19
3554,Q,Q,,3.26,4.4,,,,,7/19
3553,Q,Q,,4,4.7,,,,,7/19
3550,Q,Q,,4.17,4.6,,,,,7/19
3570,Q,Q,,3.87,11.3,2.88,6.6,4 branches,,7/19
3573,Q,Q,,5.38,9.4,,,,,7/19
3564,Q,Q,,3.24,8.6,2.85,5.6,,,7/19
3561,Q,Q,,4.28,8.4,,,,,7/19
3558,Q,Q,,4.3,5.4,,1.2,,,7/19
3557,Q,Q,,2.77,7.9,2.15,6.7,,,7/19
3556,Q,Q,,4.54,8.1,,,,,7/19
3562,Q,Q,,4.14,6.7,2.54,3.4,4 branches,,7/19
3565,Q,Q,,3.99,7.3,,,,,7/19
3560,Q,Q,,4.24,22.2,,,,,7/19
3563,Q,Q,,2.82,2.7,,,,,7/19
3566,Q,Q,,4.28,7.4,,,,,7/19
3540,Q,Q,,4.68,18.2,,,brown,,7/19
3576,Q,Q,,3.38,4,,,,,7/19
3575,Q,Q,,3.52,15.8,,,,,7/19
3572,Q,Q,,3.67,10.9,1.89,7,3 branches,,7/19
3574,Q,Q,,3.42,10.1,,,,,7/19
3568,Q,Q,,4.85,17.2,,,,,7/19
3571,Q,Q,,4.09,8.8,,,brown,,7/19
3569,Q,Q,,3.98,7.7,,,,,7/19
3538,Q,Q,,4.26,12.5,,,,,7/19
3632,Q,Q,,3.58,7.3,,,,,7/19
3629,Q,Q,,3.32,5.3,,,,,7/19
6327,Q,Q,,2.98,8.4,,,,,7/19
3628,Q,Q,,3.6,3.6,,,,,7/19
3626,Q,Q,,2.94,7.2,,,,,7/19
3625,Q,Q,,3.89,16.5,,,,,7/19
3661,Q,Q,,3.99,13.1,,,,,7/19
3633,Q,Q,,2.48,5.6,,,,,7/19
3631,Q,Q,,4.09,22.7,,,,,7/19
3634,Q,Q,,4.26,15.4,,,,,7/19
3635,Q,Q,,3.47,16.9,,,brown,,7/19
3630,Q,Q,,4.4,9.2,,,,,7/19
3636,Q,Q,,3.59,9.2,,,,,7/19
3639,Q,Q,,4.19,24.1,,,brown,,7/19
3638,Q,Q,,4.2,6.8,,,,,7/19
3637,Q,Q,,3.01,7.8,3.21,5.2,,,7/19
3645,Q,Q,,4.03,7.3,,,,,7/19
3647,Q,Q,,3.56,12.5,,,,,7/19
3642,Q,Q,,3.63,5.3,,,,,7/19
3644,Q,Q,,4.41,16,,,,,7/19
3646,Q,Q,,4.3,7.7,,,,,7/19
3643,Q,Q,,1.97,7,,,,,7/19
3641,Q,Q,,4.04,10.7,,,,,7/19
3640,Q,Q,,4.51,3.3,,,,,7/19
3648,Q,Q,,4.08,5.6,,,,,7/19
3651,Q,Q,,5.32,15.5,,,,,7/19
3654,Q,Q,,3.95,7.2,,,,,7/19
3649,Q,Q,,4.93,7.7,,,,,7/19
3650,Q,Q,,3.07,6.4,,,,,7/19
3653,Q,Q,,3.88,9.2,,,,,7/19
3652,Q,Q,,4.36,10.6,,,,,7/19
3656,Q,Q,,3.51,14.8,,,,,7/19
3666,Q,Q,,3.18,7.1,,,,,7/19
3663,Q,Q,,,,,,bg,,7/19
3660,Q,Q,,3.5,13.9,,,,,7/19
3657,Q,Q,,2.93,17.7,,,,,7/19
3662,Q,Q,,4.49,17.1,,,,,7/19
3658,Q,Q,,4.33,8.3,,,,,7/19
3655,Q,Q,,4.27,10,,,,,7/19
3659,Q,Q,,3.49,6.6,,,,,7/19
3665,Q,Q,,4.18,7.2,,,,,7/19
3668,Q,Q,,3.7,9.1,,,brown,,7/19
3664,Q,Q,,4.37,7.7,,,,,7/19
3667,Q,Q,,,,,,bg,,7/19
3670,Q,Q,,2.92,7.1,,,,,7/19
3669,Q,Q,,4.37,10.3,,,,,7/19
3671,Q,Q,,4.35,5.3,,,brown,,7/19
3672,Q,Q,,3.25,4.3,,,,,7/19
3491,Q,Q,,3.83,7.8,,,,,7/19
3488,Q,Q,,,,,,bg,,7/19
3490,Q,Q,,3.6,3.8,,,,,7/19
3487,Q,Q,,3.62,10.7,,,,,7/19
3486,Q,Q,,3.07,4,,,,,7/19
3484,Q,Q,,3.33,6.2,,,,,7/19
3485,Q,Q,,2.35,5,,,brown,,7/19
3481,Q,Q,,1.73,2.7,,,,,7/19
3494,Q,Q,,2.33,5.8,,,,,7/19
3482,Q,Q,,3.08,4.3,,,,,7/19
3493,Q,Q,,2.79,4.1,,,,,7/19
3498,Q,Q,,3.04,4.4,,,,,7/19
3492,Q,Q,,3.73,5.7,,,,,7/19
3495,Q,Q,,3.84,4.9,,,,,7/19
3499,Q,Q,,3.15,7.9,,,,,7/19
3500,Q,Q,,2.61,6.1,,,brown,,7/19
3505,Q,Q,,4.17,10.9,,,,,7/19
3497,Q,Q,,4.21,8,,,,,7/19
3483,Q,Q,,2.99,6.6,,,,,7/19
3489,Q,Q,,3.92,6.5,,,,,7/19
3504,Q,Q,,3.77,6.7,,,,,7/19
3502,Q,Q,,4.11,8.2,,3.1,,,7/19
3501,Q,Q,,3.41,7,,,,,7/19
3503,Q,Q,,2.7,18.2,,,brown,,7/19
3508,Q,Q,,3.83,8.9,,,,,7/19
3496,Q,Q,,3.99,11.7,,,,,7/19
3506,Q,Q,,4.03,6.7,,,,,7/19
3507,Q,Q,,3.79,19.4,,,,,7/19
3509,Q,Q,,3.97,9,,,,,7/19
3510,Q,Q,,4.22,12.5,,,brown,,7/19
3511,Q,Q,,3.77,6.4,,,,,7/19
3512,Q,Q,,3.36,6,,,brown,,7/19
3520,Q,Q,,,,,,bg,,7/19
3519,Q,Q,,4.1,8.3,,,,,7/19
3518,Q,Q,,4.28,16.8,,,,,7/19
3517,Q,Q,,4.53,5.4,,,,,7/19
3513,Q,Q,,3.44,5.3,,,,,7/19
3516,Q,Q,,2.76,8.4,2.3,5.1,,,7/19
3515,Q,Q,,3.49,12,,,brown,,7/19
3514,Q,Q,,3.25,4.6,,,brown,,7/19
3523,Q,Q,,2.7,0.9,,,,,7/19
3521,Q,Q,,3.77,12.3,,,,,7/19
3522,Q,Q,,4.12,21.3,,,,,7/19
3524,Q,Q,,,,,,bg,,7/19
3525,Q,Q,,3.2,5,,,,,7/19
3526,Q,Q,,3.58,6,,,brown,,7/19
3527,Q,Q,,4.3,10.2,,,brown,,7/19
3528,Q,Q,,3.71,4.8,,,brown,,7/19
3680,Q,Q,,3.84,5.2,,,,AS,7/20
3681,Q,Q,,2.54,5.4,,,,,7/20
3678,Q,Q,,3.55,3.2,,,,,7/20
3677,Q,Q,,3.55,9.4,,,,,7/20
3676,Q,Q,,4.21,5,,,,,7/20
3673,Q,Q,,3.22,6,,5.9,3 branches,,7/20
3674,Q,Q,,3.49,8.7,,,brown,,7/20
3675,Q,Q,,3.53,4.3,,,brown,,7/20
3684,Q,Q,,4.28,7.1,,,,,7/20
3679,Q,Q,,4.07,5.7,,,,,7/20
3683,Q,Q,,3.99,12.4,,,,,7/20
3682,Q,Q,,2.35,8.5,1.14,2.3,,,7/20
3685,Q,Q,,4.55,14,,,,,7/20
3691,Q,Q,,4.92,11.1,,,,,7/20
3694,Q,Q,,4.49,10.8,,,brown,,7/20
3686,Q,Q,,3.37,4.8,,,brown,,7/20
3698,Q,Q,,3.13,9.1,,,,,7/20
3697,Q,Q,,4.32,14.2,,,,,7/20
3695,Q,Q,,4.02,9.9,1.87,3.3,,,7/20
3688,Q,Q,,3.06,3.5,,,,,7/20
3692,Q,Q,,3.78,10.1,,,,,7/20
3690,Q,Q,,3.27,6.4,,,,,7/20
3687,Q,Q,,5.01,9,,,brown,,7/20
3689,Q,Q,,2.83,5.9,,,brown,,7/20
3693,Q,Q,,4.67,6.4,,,,,7/20
3696,Q,Q,,4.81,19.9,,,,,7/20
3700,Q,Q,,4.36,18.2,,,,,7/20
3701,Q,Q,,4.17,10.9,,,,,7/20
3704,Q,Q,,4.03,3.9,,,,,7/20
3707,Q,Q,,3.65,7.6,,,,,7/20
3712,Q,Q,,4.25,8.8,,,brown,,7/20
3703,Q,Q,,4.04,4.8,,,brown,,7/20
3702,Q,Q,,4.24,7.2,,,,,7/20
3714,Q,Q,,4.17,6.8,,,,,7/20
3709,Q,Q,,4.36,6.6,,,,,7/20
3715,Q,Q,,4.31,6.4,,,,,7/20
3713,Q,Q,,4.74,6.9,,,,,7/20
3699,Q,Q,,4.08,5.6,,,,,7/20
3710,Q,Q,,4.46,12.2,,,,,7/20
3706,Q,Q,,4.5,14.2,,,,,7/20
3717,Q,Q,,3.73,14.2,,,,,7/20
3705,Q,Q,,3.76,8.1,,,,,7/20
3708,Q,Q,,3.68,19.2,,,,,7/20
3711,Q,Q,,4.68,21.4,,,,,7/20
3718,Q,Q,,3.93,4.1,,,,,7/20
3716,Q,Q,,4.86,11.6,,,brown,,7/20
3719,Q,Q,,4.06,4.4,,,,,7/20
3720,Q,Q,,4.37,7.6,,,,,7/20
3138,Q,C,,3.19,4.4,,,,,7/20
3144,Q,C,,2.87,5.3,,,brown,,7/20
3137,Q,C,,3.58,8.3,,2.5,,,7/20
3141,Q,C,,4.71,18.3,,,,,7/20
3140,Q,C,,3.6,4.6,,,,,7/20
3143,Q,C,,3.8,5.3,,,,,7/20
3098,Q,C,,4.62,16.2,,,,,7/20
3121,Q,C,,2.99,4.4,,,,,7/20
3142,Q,C,,3.26,8.5,2.16,7.8,,,7/20
3139,Q,C,,4.13,5.2,,,,,7/20
3137,Q,C,,4.31,14.8,,,,,7/20
3128,Q,C,,3.16,3.9,,,,,7/20
3129,Q,C,,5.12,5.1,,,,,7/20
3130,Q,C,,4.26,6.9,,,,,7/20
3135,Q,C,,3.15,6.3,3.14,3.8,,,7/20
3132,Q,C,,3.77,10.2,,,,,7/20
3131,Q,C,,4.27,8.6,,,brown,,7/20
3123,Q,C,,4.53,6.1,,,,,7/20
3124,Q,C,,5.61,11,,,,,7/20
3127,Q,C,,4.59,6.7,,,,,7/20
3133,Q,C,,5.56,12.6,,,,,7/20
3119,Q,C,,4.19,4.7,,,,,7/20
3120,Q,C,,3.75,7.1,,,,,7/20
3122,Q,C,,3.84,7.2,,,brown,,7/20
3134,Q,C,,3.02,6.3,,,brown,,7/20
3115,Q,C,,3.82,5,,,brown,,7/20
3125,Q,C,,3.12,4.8,,,,,7/20
3114,Q,C,,5.41,5.8,,,,,7/20
3109,Q,C,,5.3,5.1,,,,,7/20
3108,Q,C,,3.86,5.2,,,,,7/20
3107,Q,C,,4.49,8.5,,,,,7/20
3105,Q,C,,4.7,8.3,,,brown,,7/20
3103,Q,C,,4.84,8,,,brown,,7/20
3106,Q,C,,4.28,6.6,,,brown,,7/20
3111,Q,C,,4.39,4.9,,,,,7/20
3112,Q,C,,4.07,5.2,,,,,7/20
3110,Q,C,,2.85,7.6,2.26,4.6,,,7/20
3117,Q,C,,5.27,4.7,,,,,7/20
3136,Q,C,,4.16,7.6,,,,,7/20
3113,Q,C,,4.14,6.2,,,,,7/20
3116,Q,C,,2.74,4,,,brown,,7/20
3097,Q,C,,4.08,10.2,,,brown,,7/20
3126,Q,C,,3.14,4.7,,,,,7/20
3099,Q,C,,2.39,3.4,1.7,1.7,,,7/20
3102,Q,C,,4.03,6.4,,,,,7/20
3118,Q,C,,3.54,9.2,,,,,7/20
3100,Q,C,,,,,,bg,,7/20
3101,Q,C,,4.68,5.4,,,,,7/20
3060,Q,C,,3.64,11.5,,7.7,,,7/20
3061,Q,C,,4.12,2.5,,,,,7/20
3057,Q,C,,1.41,2.1,,,,,7/20
3077,Q,C,,3.03,4.2,,,,,7/20
3096,Q,C,,2.66,5.4,,,,,7/20
3087,Q,C,,3.04,4.9,,,,,7/20
3059,Q,C,,3.26,5.5,,,,,7/20
3104,Q,C,,3.08,6.8,,,,,7/20
3066,Q,C,,3.19,6.1,3.06,4.4,,,7/20
3062,Q,C,,3.61,9.4,,,,,7/20
3049,Q,C,,2.47,4.2,2.31,3.7,,,7/20
3050,Q,C,,2.46,3.5,,,,,7/20
3052,Q,C,,2.97,4.3,,,,,7/20
3058,Q,C,,3.11,5.8,,,,,7/20
3084,Q,C,,3.99,3.6,,,brown,,7/20
3053,Q,C,,3.24,4.9,,,,,7/20
3065,Q,C,,3.55,3,,,,,7/20
3095,Q,C,,4.25,5.3,,,,,7/20
3094,Q,C,,3.86,6,,,,,7/20
3074,Q,C,,,,,,bg,,7/20
3086,Q,C,,3.04,2.5,,,,,7/20
3092,Q,C,,3.78,8.6,2.52,4.2,,,7/20
3081,Q,C,,2.92,2.8,,,,,7/20
3069,Q,C,,2.98,4.2,,,,,7/20
3068,Q,C,,3.48,4.1,,,,,7/20
3056,Q,C,,5.06,5.7,,,,,7/20
3090,Q,C,,2.68,3.6,,,,,7/20
3082,Q,C,,4.11,12.5,,,,,7/20
3064,Q,C,,2.84,3.6,,,,,7/20
3083,Q,C,,4.13,5,,,,,7/20
3075,Q,C,,3.74,4.2,,,,,7/20
3073,Q,C,,1.69,7.8,1.52,4.3,,,7/20
3067,Q,C,,3.37,7.8,2.16,3.3,,,7/20
3051,Q,C,,4.51,8.2,,,,,7/20
3085,Q,C,,4.18,3.6,,1.8,,,7/20
3070,Q,C,,4.33,5.4,,,,,7/20
3072,Q,C,,4.98,16.5,,,,,7/20
3078,Q,C,,2.83,5.4,,,,,7/20
3089,Q,C,,3.37,12.4,,,,,7/20
3054,Q,C,,4.19,10.9,,,,,7/20
3076,Q,C,,3.67,5.7,,,,,7/20
3055,Q,C,,5.09,7.8,,,,,7/20
3063,Q,C,,3,5.7,3.27,5.8,,,7/20
3091,Q,C,,3.37,5,,,,,7/20
3079,Q,C,,3.22,3.9,,,,,7/20
3080,Q,C,,3.22,14.4,,,,,7/20
3071,Q,C,,3.83,7,,,,,7/20
3093,Q,C,,3.8,5.1,,,,,7/20
3228,Q,C,,3.68,5.4,,,,,7/20
3217,Q,C,,4.84,5.8,,,,,7/20
3221,Q,C,,4.93,7,,,,,7/20
3198,Q,C,,6.12,23.2,,,,,7/20
3219,Q,C,,4.66,8.9,,,,,7/20
3220,Q,C,,3.89,4.6,,,,,7/20
3234,Q,C,,4.64,11.2,,,,,7/20
3208,Q,C,,3.63,5,,,,,7/20
3206,Q,C,,4.36,6.1,,,,,7/20
3218,Q,C,,4.41,5.3,,,,,7/20
3205,Q,C,,4.53,15,,,,,7/20
3197,Q,C,,4.97,30,,,,,7/20
3239,Q,C,,5.2,8.7,,,,,7/20
3238,Q,C,,4.37,10.1,,,,,7/20
3199,Q,C,,5.02,7,,,,,7/20
3233,Q,C,,3.24,8.8,,,,,7/20
3227,Q,C,,3.88,6.7,2.61,3.8,,,7/20
3216,Q,C,,3.87,12.1,,,,,7/20
3223,Q,C,,4.52,9.9,,,,,7/20
3204,Q,C,,3.92,12.1,,11.1,,,7/20
3193,Q,C,,3.69,6.5,,,,,7/20
3235,Q,C,,3.92,6.5,,,,,7/20
3195,Q,C,,4.15,20.1,,,,,7/20
3203,Q,C,,2.1,3.1,,,,,7/20
3201,Q,C,,4.63,20.2,,,,,7/20
3207,Q,C,,3.78,4.9,,,,,7/20
3231,Q,C,,3.9,9.4,,,,,7/20
3232,Q,C,,3.17,8,3.23,7.1,,,7/20
3230,Q,C,,2.98,6.3,2.81,5.1,,,7/20
3226,Q,C,,3.18,5.6,,,,,7/20
3224,Q,C,,3.67,14,,,,,7/20
3222,Q,C,,3.64,16.3,,,,,7/20
3225,Q,C,,4.22,15.1,,,,,7/20
3211,Q,C,,4.31,6.4,,,,,7/20
3212,Q,C,,4.46,13,,,,,7/20
3229,Q,C,,5.1,10.3,,,,,7/20
3213,Q,C,,4.44,11.2,,,,,7/20
3196,Q,C,,3.8,4.9,,,,,7/20
3214,Q,C,,2.91,9.9,2.14,5,,,7/20
3210,Q,C,,3.27,5.1,,,,,7/20
3088,Q,C,,2.57,8.3,1.4,3.5,,,7/20
3240,Q,C,,4.18,6.8,,,,,7/20
3237,Q,C,,4.17,7,,,,,7/20
3236,Q,C,,5.04,6.2,,,,,7/20
3200,Q,C,,2.95,3.3,,,,,7/20
3215,Q,C,,3.63,4.8,,,,,7/20
3209,Q,C,,3.1,4.7,,,,,7/20
3202,Q,C,,4.05,8.7,,,brown,,7/20
3194,Q,C,,2.78,4,,,brown,,7/20
3163,Q,C,,3.42,11.4,,,brown,,7/20
3158,Q,C,,3.63,9.1,,,,,7/20
3191,Q,C,,3.46,3.3,,,,,7/20
3189,Q,C,,3.64,8.9,,,,,7/20
3192,Q,C,,3.86,9.3,,,,,7/20
3187,Q,C,,3.28,5.4,,,,,7/20
3188,Q,C,,1.97,5.3,,,,,7/20
3161,Q,C,,2.86,5.6,,,,,7/20
3147,Q,C,,2.6,9.6,,,,,7/20
3151,Q,C,,3.64,4.8,,,,,7/20
3183,Q,C,,4.32,4.7,,,,,7/20
3146,Q,C,,2.18,2.6,,,,,7/20
3186,Q,C,,3.4,7.2,,,,,7/20
3172,Q,C,,3.37,6.6,,,,,7/20
3184,Q,C,,3.77,4.6,,,,,7/20
3145,Q,C,,2.67,3.7,2.19,2.5,brown,,7/20
3165,Q,C,,1.68,7,,,,,7/20
3148,Q,C,,4.34,6.3,,,,,7/20
3150,Q,C,,3.69,4,,,,,7/20
3177,Q,C,,3.04,3.2,,,,,7/20
3156,Q,C,,4.1,6.8,,,,,7/20
3155,Q,C,,4.43,9.2,,,,,7/20
3160,Q,C,,3.58,9.5,,,,,7/20
3179,Q,C,,3.07,7,,,,,7/20
3157,Q,C,,3.8,8.5,,,,,7/20
3162,Q,C,,4.15,7.4,,,,,7/20
3159,Q,C,,4.42,9.5,,,,,7/20
3164,Q,C,,3.88,3.9,,,,,7/20
3170,Q,C,,3.18,2.9,,,,,7/20
3176,Q,C,,4.19,6.1,,,,,7/20
3166,Q,C,,3.98,5.5,,,,,7/20
3169,Q,C,,2.96,2.5,,,,,7/20
3171,Q,C,,3.89,6.4,,,,,7/20
3175,Q,C,,3.84,6.8,,,,,7/20
3181,Q,C,,4.33,11.6,,,,,7/20
3168,Q,C,,3.71,4.8,,,,,7/20
3173,Q,C,,2.46,4.2,,,,,7/20
3154,Q,C,,3.82,9.4,,,,,7/20
